Neighbourhood,Neighbourhood Number,Question Type,Characteristic,Year,Value,Ward
Ambleside,5505,Census families in private households,One-parent families in which the parent is a woman+,2021,160,pihêsiwin Ward
Ambleside,5505,Census families in private households,One-parent families in which the parent is a man+,2021,45,pihêsiwin Ward
Ambleside,5505,Persons in private households,Married spouses or common-law partners,2021,3210,pihêsiwin Ward
Ambleside,5505,Persons in private households,Parents in one-parent families,2021,205,pihêsiwin Ward
Ambleside,5505,Persons in private households,Children,2021,2120,pihêsiwin Ward
Ambleside,5505,Persons in private households,Children in a two-parent family,2021,1815,pihêsiwin Ward
Ambleside,5505,Persons in private households,Children in a one-parent family,2021,305,pihêsiwin Ward
Ambleside,5505,Persons in private households,Persons not in census families,2021,1060,pihêsiwin Ward
Ambleside,5505,Persons in private households,Persons not in census families - Living alone,2021,690,pihêsiwin Ward
Ambleside,5505,Persons in private households,Persons not in census families - Living with other relatives,2021,155,pihêsiwin Ward
Ambleside,5505,Persons in private households,Persons not in census families - Living with non-relatives only,2021,210,pihêsiwin Ward
Ambleside,5505,Household type,One-census-family households without additional persons,2021,1565,pihêsiwin Ward
Ambleside,5505,Household type,Couple-family households,2021,1400,pihêsiwin Ward
Ambleside,5505,Household type,Couple-family households with children,2021,865,pihêsiwin Ward
Ambleside,5505,Household type,Couple-family households without children,2021,535,pihêsiwin Ward
Ambleside,5505,Household type,One-parent-family households,2021,165,pihêsiwin Ward
Ambleside,5505,Household type,Multigenerational households,2021,90,pihêsiwin Ward
Ambleside,5505,Household type,Multiple-census-family households,2021,10,pihêsiwin Ward
Ambleside,5505,Household type,One-census-family households with additional persons,2021,80,pihêsiwin Ward
Ambleside,5505,Household type,Two-or-more-person non-census-family households,2021,105,pihêsiwin Ward
Ambleside,5505,Household type,One-person households,2021,695,pihêsiwin Ward
Argyll,6010,Household size,1 person,2021,85,papastew Ward
Argyll,6010,Household size,2 persons,2021,145,papastew Ward
Argyll,6010,Household size,3 persons,2021,50,papastew Ward
Argyll,6010,Household size,4 persons,2021,55,papastew Ward
Argyll,6010,Household size,5 or more persons,2021,15,papastew Ward
Argyll,6010,Household size,Average household size,2021,2,papastew Ward
Argyll,6010,Number of persons in private households,Number of persons in private households,2021,830,papastew Ward
Argyll,6010,Marital status,Married or living common-law,2021,430,papastew Ward
Argyll,6010,Marital status,Married,2021,350,papastew Ward
Argyll,6010,Marital status,Living common-law,2021,80,papastew Ward
Argyll,6010,Marital status,Living common law - Never married,2021,60,papastew Ward
Argyll,6010,Marital status,Living common law - Separated,2021,0,papastew Ward
Argyll,6010,Marital status,Living common law - Divorced,2021,20,papastew Ward
Argyll,6010,Marital status,Living common law - Widowed,2021,0,papastew Ward
Argyll,6010,Marital status,Not married and not living common-law,2021,280,papastew Ward
Argyll,6010,Marital status,Not married and not living common law - Never married,2021,185,papastew Ward
Argyll,6010,Marital status,Not married and not living common law - Separated,2021,20,papastew Ward
Argyll,6010,Marital status,Not married and not living common law - Divorced,2021,50,papastew Ward
Argyll,6010,Marital status,Not married and not living common law - Widowed,2021,25,papastew Ward
Argyll,6010,Family size,2 persons,2021,150,papastew Ward
Argyll,6010,Family size,3 persons,2021,45,papastew Ward
Argyll,6010,Family size,4 persons,2021,45,papastew Ward
Argyll,6010,Family size,5 or more persons,2021,10,papastew Ward
Argyll,6010,Family size,Average size of census families,2021,3,papastew Ward
Argyll,6010,Family size,Average number of children in census families with children,2021,2,papastew Ward
Argyll,6010,Census families in private households,Total couple families,2021,210,papastew Ward
Argyll,6010,Census families in private households,Married couples,2021,170,papastew Ward
Argyll,6010,Census families in private households,Married couples with children,2021,75,papastew Ward
Argyll,6010,Census families in private households,Married couples without children,2021,100,papastew Ward
Argyll,6010,Census families in private households,Common-law couples,2021,40,papastew Ward
Argyll,6010,Census families in private households,Common-law couples with children,2021,10,papastew Ward
Argyll,6010,Census families in private households,Common-law couples without children,2021,30,papastew Ward
Argyll,6010,Census families in private households,Total one-parent families,2021,40,papastew Ward
Argyll,6010,Census families in private households,One-parent families in which the parent is a woman+,2021,30,papastew Ward
Argyll,6010,Census families in private households,One-parent families in which the parent is a man+,2021,5,papastew Ward
Argyll,6010,Persons in private households,Married spouses or common-law partners,2021,420,papastew Ward
Argyll,6010,Persons in private households,Parents in one-parent families,2021,35,papastew Ward
Argyll,6010,Persons in private households,Children,2021,195,papastew Ward
Argyll,6010,Persons in private households,Children in a two-parent family,2021,145,papastew Ward
Argyll,6010,Persons in private households,Children in a one-parent family,2021,50,papastew Ward
Argyll,6010,Persons in private households,Persons not in census families,2021,170,papastew Ward
Argyll,6010,Persons in private households,Persons not in census families - Living alone,2021,85,papastew Ward
Argyll,6010,Persons in private households,Persons not in census families - Living with other relatives,2021,30,papastew Ward
Argyll,6010,Persons in private households,Persons not in census families - Living with non-relatives only,2021,55,papastew Ward
Argyll,6010,Household type,One-census-family households without additional persons,2021,210,papastew Ward
Argyll,6010,Household type,Couple-family households,2021,180,papastew Ward
Argyll,6010,Household type,Couple-family households with children,2021,80,papastew Ward
Argyll,6010,Household type,Couple-family households without children,2021,105,papastew Ward
Argyll,6010,Household type,One-parent-family households,2021,30,papastew Ward
Argyll,6010,Household type,Multigenerational households,2021,5,papastew Ward
Argyll,6010,Household type,Multiple-census-family households,2021,0,papastew Ward
Argyll,6010,Household type,One-census-family households with additional persons,2021,15,papastew Ward
Argyll,6010,Household type,Two-or-more-person non-census-family households,2021,25,papastew Ward
Argyll,6010,Household type,One-person households,2021,80,papastew Ward
Aspen Gardens,5020,Household size,1 person,2021,125,papastew Ward
Aspen Gardens,5020,Household size,2 persons,2021,210,papastew Ward
Aspen Gardens,5020,Household size,3 persons,2021,110,papastew Ward
Aspen Gardens,5020,Household size,4 persons,2021,125,papastew Ward
Aspen Gardens,5020,Household size,5 or more persons,2021,50,papastew Ward
Aspen Gardens,5020,Household size,Average household size,2021,3,papastew Ward
Aspen Gardens,5020,Number of persons in private households,Number of persons in private households,2021,1655,papastew Ward
Aspen Gardens,5020,Marital status,Married or living common-law,2021,860,papastew Ward
Aspen Gardens,5020,Marital status,Married,2021,785,papastew Ward
Aspen Gardens,5020,Marital status,Living common-law,2021,80,papastew Ward
Aspen Gardens,5020,Marital status,Living common law - Never married,2021,50,papastew Ward
Aspen Gardens,5020,Marital status,Living common law - Separated,2021,0,papastew Ward
Aspen Gardens,5020,Marital status,Living common law - Divorced,2021,30,papastew Ward
Aspen Gardens,5020,Marital status,Living common law - Widowed,2021,0,papastew Ward
Aspen Gardens,5020,Marital status,Not married and not living common-law,2021,495,papastew Ward
Aspen Gardens,5020,Marital status,Not married and not living common law - Never married,2021,335,papastew Ward
Aspen Gardens,5020,Marital status,Not married and not living common law - Separated,2021,20,papastew Ward
Aspen Gardens,5020,Marital status,Not married and not living common law - Divorced,2021,80,papastew Ward
Aspen Gardens,5020,Marital status,Not married and not living common law - Widowed,2021,50,papastew Ward
Aspen Gardens,5020,Family size,2 persons,2021,215,papastew Ward
Aspen Gardens,5020,Family size,3 persons,2021,110,papastew Ward
Aspen Gardens,5020,Family size,4 persons,2021,120,papastew Ward
Aspen Gardens,5020,Family size,5 or more persons,2021,40,papastew Ward
Aspen Gardens,5020,Family size,Average size of census families,2021,3,papastew Ward
Aspen Gardens,5020,Family size,Average number of children in census families with children,2021,2,papastew Ward
Aspen Gardens,5020,Census families in private households,Total couple families,2021,425,papastew Ward
Aspen Gardens,5020,Census families in private households,Married couples,2021,385,papastew Ward
Aspen Gardens,5020,Census families in private households,Married couples with children,2021,230,papastew Ward
Aspen Gardens,5020,Census families in private households,Married couples without children,2021,155,papastew Ward
Aspen Gardens,5020,Census families in private households,Common-law couples,2021,40,papastew Ward
Aspen Gardens,5020,Census families in private households,Common-law couples with children,2021,10,papastew Ward
Aspen Gardens,5020,Census families in private households,Common-law couples without children,2021,30,papastew Ward
Aspen Gardens,5020,Census families in private households,Total one-parent families,2021,60,papastew Ward
Aspen Gardens,5020,Census families in private households,One-parent families in which the parent is a woman+,2021,50,papastew Ward
Aspen Gardens,5020,Census families in private households,One-parent families in which the parent is a man+,2021,15,papastew Ward
Aspen Gardens,5020,Persons in private households,Married spouses or common-law partners,2021,850,papastew Ward
Aspen Gardens,5020,Persons in private households,Parents in one-parent families,2021,60,papastew Ward
Aspen Gardens,5020,Persons in private households,Children,2021,550,papastew Ward
Aspen Gardens,5020,Persons in private households,Children in a two-parent family,2021,455,papastew Ward
Aspen Gardens,5020,Persons in private households,Children in a one-parent family,2021,90,papastew Ward
Athlone,3010,Household type,Couple-family households,2021,575,Anirniq Ward
Aspen Gardens,5020,Persons in private households,Persons not in census families,2021,195,papastew Ward
Aspen Gardens,5020,Persons in private households,Persons not in census families - Living alone,2021,130,papastew Ward
Aspen Gardens,5020,Persons in private households,Persons not in census families - Living with other relatives,2021,35,papastew Ward
Aspen Gardens,5020,Persons in private households,Persons not in census families - Living with non-relatives only,2021,35,papastew Ward
Aspen Gardens,5020,Household type,One-census-family households without additional persons,2021,455,papastew Ward
Aspen Gardens,5020,Household type,Couple-family households,2021,400,papastew Ward
Aspen Gardens,5020,Household type,Couple-family households with children,2021,230,papastew Ward
Aspen Gardens,5020,Household type,Couple-family households without children,2021,170,papastew Ward
Aspen Gardens,5020,Household type,One-parent-family households,2021,50,papastew Ward
