Neighbourhood,Neighbourhood Number,Question Type,Gender,Age Range,Year,Value,Ward
Baranow,3020,Age & Gender,Men+,10 to 14 years,2021,55,Anirniq Ward
Baranow,3020,Age & Gender,Men+,15 to 19 years,2021,40,Anirniq Ward
Baranow,3020,Age & Gender,Men+,15 to 64 years,2021,675,Anirniq Ward
Baranow,3020,Age & Gender,Men+,20 to 24 years,2021,50,Anirniq Ward
Baranow,3020,Age & Gender,Men+,25 to 29 years,2021,80,Anirniq Ward
Baranow,3020,Age & Gender,Men+,30 to 34 years,2021,100,Anirniq Ward
Baranow,3020,Age & Gender,Men+,35 to 39 years,2021,125,Anirniq Ward
Baranow,3020,Age & Gender,Men+,40 to 44 years,2021,95,Anirniq Ward
Baranow,3020,Age & Gender,Men+,45 to 49 years,2021,60,Anirniq Ward
Baranow,3020,Age & Gender,Men+,50 to 54 years,2021,50,Anirniq Ward
Baranow,3020,Age & Gender,Men+,55 to 59 years,2021,35,Anirniq Ward
Baranow,3020,Age & Gender,Men+,60 to 64 years,2021,40,Anirniq Ward
Baranow,3020,Age & Gender,Men+,65 to 69 years,2021,35,Anirniq Ward
Baranow,3020,Age & Gender,Men+,65 years and over,2021,135,Anirniq Ward
Baranow,3020,Age & Gender,Men+,70 to 74 years,2021,30,Anirniq Ward
Baranow,3020,Age & Gender,Men+,75 to 79 years,2021,25,Anirniq Ward
Baranow,3020,Age & Gender,Men+,80 to 84 years,2021,15,Anirniq Ward
Baranow,3020,Age & Gender,Men+,85 to 89 years,2021,15,Anirniq Ward
Baranow,3020,Age & Gender,Men+,85 years and over,2021,25,Anirniq Ward
Baranow,3020,Age & Gender,Men+,90 to 94 years,2021,5,Anirniq Ward
Baranow,3020,Age & Gender,Men+,95 to 99 years,2021,5,Anirniq Ward
Baranow,3020,Age & Gender,Men+,100 years and over,2021,0,Anirniq Ward
Baturyn,3030,Age & Gender,Men+,0 to 4 years,2021,145,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,0 to 14 years,2021,445,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,5 to 9 years,2021,150,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,10 to 14 years,2021,150,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,15 to 19 years,2021,155,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,15 to 64 years,2021,1500,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,20 to 24 years,2021,135,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,25 to 29 years,2021,160,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,30 to 34 years,2021,155,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,35 to 39 years,2021,185,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,40 to 44 years,2021,175,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,45 to 49 years,2021,130,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,50 to 54 years,2021,115,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,55 to 59 years,2021,145,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,60 to 64 years,2021,145,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,65 to 69 years,2021,145,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,65 years and over,2021,410,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,70 to 74 years,2021,125,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,75 to 79 years,2021,80,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,80 to 84 years,2021,35,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,85 to 89 years,2021,25,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,85 years and over,2021,30,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,90 to 94 years,2021,5,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,95 to 99 years,2021,0,tastawiyiniwak Ward
Baturyn,3030,Age & Gender,Men+,100 years and over,2021,0,tastawiyiniwak Ward
Beacon Heights,2040,Age & Gender,Men+,0 to 4 years,2021,50,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,0 to 14 years,2021,220,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,5 to 9 years,2021,75,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,10 to 14 years,2021,95,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,15 to 19 years,2021,80,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,15 to 64 years,2021,1080,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,20 to 24 years,2021,75,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,25 to 29 years,2021,110,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,30 to 34 years,2021,120,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,35 to 39 years,2021,125,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,40 to 44 years,2021,85,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,45 to 49 years,2021,95,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,50 to 54 years,2021,110,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,55 to 59 years,2021,150,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,60 to 64 years,2021,130,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,65 to 69 years,2021,85,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,65 years and over,2021,230,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,70 to 74 years,2021,45,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,75 to 79 years,2021,50,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,80 to 84 years,2021,25,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,85 to 89 years,2021,10,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,85 years and over,2021,20,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,90 to 94 years,2021,5,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,95 to 99 years,2021,0,Métis Ward
Beacon Heights,2040,Age & Gender,Men+,100 years and over,2021,0,Métis Ward
Bearspaw,5030,Age & Gender,Men+,0 to 4 years,2021,45,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,0 to 14 years,2021,155,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,5 to 9 years,2021,60,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,10 to 14 years,2021,60,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,15 to 19 years,2021,45,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,15 to 64 years,2021,635,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,20 to 24 years,2021,60,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,25 to 29 years,2021,70,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,30 to 34 years,2021,75,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,35 to 39 years,2021,55,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,40 to 44 years,2021,50,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,45 to 49 years,2021,50,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,50 to 54 years,2021,55,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,55 to 59 years,2021,65,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,60 to 64 years,2021,95,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,65 to 69 years,2021,85,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,65 years and over,2021,265,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,70 to 74 years,2021,70,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,75 to 79 years,2021,40,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,80 to 84 years,2021,35,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,85 to 89 years,2021,25,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,85 years and over,2021,30,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,90 to 94 years,2021,5,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,95 to 99 years,2021,0,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Age & Gender,Men+,100 years and over,2021,0,Ipiihkoohkanipiaohtsi Ward
Beaumaris,3040,Age & Gender,Men+,0 to 4 years,2021,115,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,0 to 14 years,2021,355,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,5 to 9 years,2021,125,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,10 to 14 years,2021,115,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,15 to 19 years,2021,115,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,15 to 64 years,2021,1210,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,20 to 24 years,2021,110,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,25 to 29 years,2021,135,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,30 to 34 years,2021,130,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,35 to 39 years,2021,130,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,40 to 44 years,2021,120,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,45 to 49 years,2021,90,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,50 to 54 years,2021,100,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,55 to 59 years,2021,125,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,60 to 64 years,2021,150,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,65 to 69 years,2021,145,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,65 years and over,2021,550,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,70 to 74 years,2021,145,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,75 to 79 years,2021,95,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,80 to 84 years,2021,75,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,85 to 89 years,2021,55,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,85 years and over,2021,85,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,90 to 94 years,2021,30,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,95 to 99 years,2021,0,tastawiyiniwak Ward
Beaumaris,3040,Age & Gender,Men+,100 years and over,2021,0,tastawiyiniwak Ward
Belgravia,5040,Age & Gender,Men+,0 to 4 years,2021,45,papastew Ward
Belgravia,5040,Age & Gender,Men+,0 to 14 years,2021,175,papastew Ward
Belgravia,5040,Age & Gender,Men+,5 to 9 years,2021,60,papastew Ward
Belgravia,5040,Age & Gender,Men+,10 to 14 years,2021,65,papastew Ward
Belgravia,5040,Age & Gender,Men+,15 to 19 years,2021,60,papastew Ward
Belgravia,5040,Age & Gender,Men+,15 to 64 years,2021,720,papastew Ward
Belgravia,5040,Age & Gender,Men+,20 to 24 years,2021,105,papastew Ward
Belgravia,5040,Age & Gender,Men+,25 to 29 years,2021,95,papastew Ward
Belgravia,5040,Age & Gender,Men+,30 to 34 years,2021,75,papastew Ward
Belgravia,5040,Age & Gender,Men+,35 to 39 years,2021,65,papastew Ward
Belgravia,5040,Age & Gender,Men+,40 to 44 years,2021,55,papastew Ward
Belgravia,5040,Age & Gender,Men+,45 to 49 years,2021,55,papastew Ward
Belgravia,5040,Age & Gender,Men+,50 to 54 years,2021,65,papastew Ward
Belgravia,5040,Age & Gender,Men+,55 to 59 years,2021,70,papastew Ward
Belgravia,5040,Age & Gender,Men+,60 to 64 years,2021,60,papastew Ward
Belgravia,5040,Age & Gender,Men+,65 to 69 years,2021,85,papastew Ward
Belgravia,5040,Age & Gender,Men+,65 years and over,2021,220,papastew Ward
Belgravia,5040,Age & Gender,Men+,70 to 74 years,2021,50,papastew Ward
Belgravia,5040,Age & Gender,Men+,75 to 79 years,2021,45,papastew Ward
Belgravia,5040,Age & Gender,Men+,80 to 84 years,2021,25,papastew Ward
Belgravia,5040,Age & Gender,Men+,85 to 89 years,2021,10,papastew Ward
Belgravia,5040,Age & Gender,Men+,85 years and over,2021,15,papastew Ward
Belgravia,5040,Age & Gender,Men+,90 to 94 years,2021,5,papastew Ward
Belgravia,5040,Age & Gender,Men+,95 to 99 years,2021,0,papastew Ward
Belgravia,5040,Age & Gender,Men+,100 years and over,2021,0,papastew Ward
Belle Rive,2050,Age & Gender,Men+,0 to 4 years,2021,75,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,0 to 14 years,2021,275,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,5 to 9 years,2021,90,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,10 to 14 years,2021,115,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,15 to 19 years,2021,160,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,15 to 64 years,2021,1295,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,20 to 24 years,2021,145,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,25 to 29 years,2021,130,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,30 to 34 years,2021,110,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,35 to 39 years,2021,105,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,40 to 44 years,2021,90,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,45 to 49 years,2021,105,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,50 to 54 years,2021,110,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,55 to 59 years,2021,180,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,60 to 64 years,2021,155,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,65 to 69 years,2021,125,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,65 years and over,2021,295,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,70 to 74 years,2021,80,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,75 to 79 years,2021,45,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,80 to 84 years,2021,30,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,85 to 89 years,2021,10,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,85 years and over,2021,20,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,90 to 94 years,2021,5,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,95 to 99 years,2021,0,tastawiyiniwak Ward
Belle Rive,2050,Age & Gender,Men+,100 years and over,2021,0,tastawiyiniwak Ward
Bellevue,2060,Age & Gender,Men+,0 to 4 years,2021,15,Métis Ward
Bellevue,2060,Age & Gender,Men+,0 to 14 years,2021,50,Métis Ward
Bellevue,2060,Age & Gender,Men+,5 to 9 years,2021,20,Métis Ward
Bellevue,2060,Age & Gender,Men+,10 to 14 years,2021,15,Métis Ward
Bellevue,2060,Age & Gender,Men+,15 to 19 years,2021,15,Métis Ward
Bellevue,2060,Age & Gender,Men+,15 to 64 years,2021,355,Métis Ward
Bellevue,2060,Age & Gender,Men+,20 to 24 years,2021,25,Métis Ward
Bellevue,2060,Age & Gender,Men+,25 to 29 years,2021,40,Métis Ward
Bellevue,2060,Age & Gender,Men+,30 to 34 years,2021,30,Métis Ward
Bellevue,2060,Age & Gender,Men+,35 to 39 years,2021,45,Métis Ward
Bellevue,2060,Age & Gender,Men+,40 to 44 years,2021,35,Métis Ward
Bellevue,2060,Age & Gender,Men+,45 to 49 years,2021,45,Métis Ward
Bellevue,2060,Age & Gender,Men+,50 to 54 years,2021,35,Métis Ward
Bellevue,2060,Age & Gender,Men+,55 to 59 years,2021,40,Métis Ward
Bellevue,2060,Age & Gender,Men+,60 to 64 years,2021,40,Métis Ward
Bellevue,2060,Age & Gender,Men+,65 to 69 years,2021,30,Métis Ward
Bellevue,2060,Age & Gender,Men+,65 years and over,2021,75,Métis Ward
Bellevue,2060,Age & Gender,Men+,70 to 74 years,2021,20,Métis Ward
Bellevue,2060,Age & Gender,Men+,75 to 79 years,2021,15,Métis Ward
Bellevue,2060,Age & Gender,Men+,80 to 84 years,2021,5,Métis Ward
Bellevue,2060,Age & Gender,Men+,85 to 89 years,2021,0,Métis Ward
Bellevue,2060,Age & Gender,Men+,85 years and over,2021,5,Métis Ward
Bellevue,2060,Age & Gender,Men+,90 to 94 years,2021,0,Métis Ward
Bellevue,2060,Age & Gender,Men+,95 to 99 years,2021,0,Métis Ward
Bellevue,2060,Age & Gender,Men+,100 years and over,2021,0,Métis Ward
Belmead,4040,Age & Gender,Men+,0 to 4 years,2021,135,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,0 to 14 years,2021,440,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,5 to 9 years,2021,125,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,10 to 14 years,2021,175,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,15 to 19 years,2021,135,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,15 to 64 years,2021,1455,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,20 to 24 years,2021,175,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,25 to 29 years,2021,155,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,30 to 34 years,2021,130,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,35 to 39 years,2021,145,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,40 to 44 years,2021,165,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,45 to 49 years,2021,125,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,50 to 54 years,2021,120,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,55 to 59 years,2021,150,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,60 to 64 years,2021,160,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,65 to 69 years,2021,135,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,65 years and over,2021,335,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,70 to 74 years,2021,95,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,75 to 79 years,2021,60,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,80 to 84 years,2021,30,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,85 to 89 years,2021,15,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,85 years and over,2021,15,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,90 to 94 years,2021,0,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,95 to 99 years,2021,0,Nakota Isga Ward
Belmead,4040,Age & Gender,Men+,100 years and over,2021,0,Nakota Isga Ward
Belmont,2070,Age & Gender,Men+,0 to 4 years,2021,170,Dene Ward
Belmont,2070,Age & Gender,Men+,0 to 14 years,2021,570,Dene Ward
Belmont,2070,Age & Gender,Men+,5 to 9 years,2021,190,Dene Ward
Belmont,2070,Age & Gender,Men+,10 to 14 years,2021,205,Dene Ward
Belmont,2070,Age & Gender,Men+,15 to 19 years,2021,170,Dene Ward
Belmont,2070,Age & Gender,Men+,15 to 64 years,2021,1660,Dene Ward
Belmont,2070,Age & Gender,Men+,20 to 24 years,2021,155,Dene Ward
Belmont,2070,Age & Gender,Men+,25 to 29 years,2021,125,Dene Ward
Belmont,2070,Age & Gender,Men+,30 to 34 years,2021,155,Dene Ward
Belmont,2070,Age & Gender,Men+,35 to 39 years,2021,195,Dene Ward
Belmont,2070,Age & Gender,Men+,40 to 44 years,2021,170,Dene Ward
Belmont,2070,Age & Gender,Men+,45 to 49 years,2021,160,Dene Ward
Belmont,2070,Age & Gender,Men+,50 to 54 years,2021,155,Dene Ward
Belmont,2070,Age & Gender,Men+,55 to 59 years,2021,170,Dene Ward
Belmont,2070,Age & Gender,Men+,60 to 64 years,2021,195,Dene Ward
Belmont,2070,Age & Gender,Men+,65 to 69 years,2021,115,Dene Ward
Belmont,2070,Age & Gender,Men+,65 years and over,2021,355,Dene Ward
Belmont,2070,Age & Gender,Men+,70 to 74 years,2021,110,Dene Ward
Belmont,2070,Age & Gender,Men+,75 to 79 years,2021,65,Dene Ward
Belmont,2070,Age & Gender,Men+,80 to 84 years,2021,40,Dene Ward
Belmont,2070,Age & Gender,Men+,85 to 89 years,2021,10,Dene Ward
Belmont,2070,Age & Gender,Men+,85 years and over,2021,20,Dene Ward
Belmont,2070,Age & Gender,Men+,90 to 94 years,2021,5,Dene Ward
Belmont,2070,Age & Gender,Men+,95 to 99 years,2021,0,Dene Ward
Belmont,2070,Age & Gender,Men+,100 years and over,2021,0,Dene Ward
Belvedere,2080,Age & Gender,Men+,0 to 4 years,2021,160,Dene Ward
Belvedere,2080,Age & Gender,Men+,0 to 14 years,2021,445,Dene Ward
Belvedere,2080,Age & Gender,Men+,5 to 9 years,2021,170,Dene Ward
Belvedere,2080,Age & Gender,Men+,10 to 14 years,2021,120,Dene Ward
Belvedere,2080,Age & Gender,Men+,15 to 19 years,2021,145,Dene Ward
Belvedere,2080,Age & Gender,Men+,15 to 64 years,2021,1850,Dene Ward
Belvedere,2080,Age & Gender,Men+,20 to 24 years,2021,165,Dene Ward
Belvedere,2080,Age & Gender,Men+,25 to 29 years,2021,190,Dene Ward
Belvedere,2080,Age & Gender,Men+,30 to 34 years,2021,190,Dene Ward
Belvedere,2080,Age & Gender,Men+,35 to 39 years,2021,200,Dene Ward
Belvedere,2080,Age & Gender,Men+,40 to 44 years,2021,175,Dene Ward
Belvedere,2080,Age & Gender,Men+,45 to 49 years,2021,155,Dene Ward
Belvedere,2080,Age & Gender,Men+,50 to 54 years,2021,205,Dene Ward
Belvedere,2080,Age & Gender,Men+,55 to 59 years,2021,210,Dene Ward
Belvedere,2080,Age & Gender,Men+,60 to 64 years,2021,210,Dene Ward
Belvedere,2080,Age & Gender,Men+,65 to 69 years,2021,120,Dene Ward
Belvedere,2080,Age & Gender,Men+,65 years and over,2021,450,Dene Ward
Belvedere,2080,Age & Gender,Men+,70 to 74 years,2021,90,Dene Ward
Belvedere,2080,Age & Gender,Men+,75 to 79 years,2021,75,Dene Ward
Belvedere,2080,Age & Gender,Men+,80 to 84 years,2021,75,Dene Ward
Belvedere,2080,Age & Gender,Men+,85 to 89 years,2021,70,Dene Ward
Belvedere,2080,Age & Gender,Men+,85 years and over,2021,90,Dene Ward
Belvedere,2080,Age & Gender,Men+,90 to 94 years,2021,20,Dene Ward
Belvedere,2080,Age & Gender,Men+,95 to 99 years,2021,5,Dene Ward
Belvedere,2080,Age & Gender,Men+,100 years and over,2021,0,Dene Ward
Bergman,2090,Age & Gender,Men+,0 to 4 years,2021,40,Métis Ward
Bergman,2090,Age & Gender,Men+,0 to 14 years,2021,115,Métis Ward
Bergman,2090,Age & Gender,Men+,5 to 9 years,2021,40,Métis Ward
Bergman,2090,Age & Gender,Men+,10 to 14 years,2021,30,Métis Ward
Bergman,2090,Age & Gender,Men+,15 to 19 years,2021,35,Métis Ward
Bergman,2090,Age & Gender,Men+,15 to 64 years,2021,495,Métis Ward
Bergman,2090,Age & Gender,Men+,20 to 24 years,2021,35,Métis Ward
Bergman,2090,Age & Gender,Men+,25 to 29 years,2021,50,Métis Ward
Bergman,2090,Age & Gender,Men+,30 to 34 years,2021,50,Métis Ward
Bergman,2090,Age & Gender,Men+,35 to 39 years,2021,40,Métis Ward
Bergman,2090,Age & Gender,Men+,40 to 44 years,2021,35,Métis Ward
Bergman,2090,Age & Gender,Men+,45 to 49 years,2021,40,Métis Ward
Bergman,2090,Age & Gender,Men+,50 to 54 years,2021,60,Métis Ward
Bergman,2090,Age & Gender,Men+,55 to 59 years,2021,75,Métis Ward
Bergman,2090,Age & Gender,Men+,60 to 64 years,2021,80,Métis Ward
Bergman,2090,Age & Gender,Men+,65 to 69 years,2021,50,Métis Ward
Bergman,2090,Age & Gender,Men+,65 years and over,2021,130,Métis Ward
Bergman,2090,Age & Gender,Men+,70 to 74 years,2021,30,Métis Ward
Bergman,2090,Age & Gender,Men+,75 to 79 years,2021,25,Métis Ward
Bergman,2090,Age & Gender,Men+,80 to 84 years,2021,15,Métis Ward
Bergman,2090,Age & Gender,Men+,85 to 89 years,2021,10,Métis Ward
Bergman,2090,Age & Gender,Men+,85 years and over,2021,15,Métis Ward
Bergman,2090,Age & Gender,Men+,90 to 94 years,2021,0,Métis Ward
Bergman,2090,Age & Gender,Men+,95 to 99 years,2021,5,Métis Ward
Bergman,2090,Age & Gender,Men+,100 years and over,2021,0,Métis Ward
Beverly Heights,2100,Age & Gender,Men+,0 to 4 years,2021,70,Métis Ward
Beverly Heights,2100,Age & Gender,Men+,0 to 14 years,2021,230,Métis Ward
Beverly Heights,2100,Age & Gender,Men+,5 to 9 years,2021,75,Métis Ward
Beverly Heights,2100,Age & Gender,Men+,10 to 14 years,2021,85,Métis Ward
